"","Player","Span","Mat","Start","Sub","Pts","Tries","Conv","Pens","Drop","GfM","Won","Lost","Draw","%"
"11440","T Moli (Tonga)","1958-1958",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11441","M Molina (Arg)","1998-1998",3,3,0,"12",2,1,0,0,0,3,0,0,100
"11442","M Molina Berro (Arg)","1964-1964",3,3,0,"26",1,7,2,1,0,3,0,0,100
"11443","FJ Moncreiff (Scot)","1871-1873",3,3,0,"0G",0,0,0,0,0,1,1,1,50
"11444","JDE Monteith (Ire)","1947-1947",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11445","G Montes de Oca (Arg)","1961-1961",3,3,0,"6",2,0,0,0,0,3,0,0,100
"11446","FP Montgomery (Ire)","1914-1914",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11447","DB Monypenny (Scot)","1899-1899",3,3,0,"3",1,0,0,0,0,2,1,0,66.66
"11448","AR Moodie (Scot)","1909-1911",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11449","CM Moore (Ire)","1887-1888",3,3,0,"0G",0,0,0,0,0,1,2,0,33.33
"11450","ME Moore (Namib)","2013-2016",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11451","NJNH Moore (Eng)","1904-1904",3,3,0,"6",2,0,0,0,0,1,1,1,50
"11452","SJ Moore (Wales)","1997-1997",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11453","LJ Morahan (Aust)","2012-2016",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11454","DW Morath (Tonga)","2010-2011",3,1,2,"0",0,0,0,0,0,1,2,0,33.33
"11455","C Morea (Arg)","1951-1951",3,3,0,"6",2,0,0,0,0,3,0,0,100
"11456","G Morelli (Italy)","1988-1989",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11457","R Moreno Martinez (Spain)","1975-1979",3,2,1,"3",0,0,1,0,0,0,3,0,0
"11458","M Morgan (Arg)","1971-1971",3,3,0,"3",1,0,0,0,0,3,0,0,100
"11459","NH Morgan (Wales)","1960-1960",3,3,0,"14",0,4,2,0,0,2,1,0,66.66
"11460","PEJ Morgan (Wales)","1961-1961",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11461","WL Morgan (A-W/Wales)","1908-1910",3,3,0,"0",0,0,0,0,0,1,1,1,50
"11462","J Morganti (Arg)","1951-1951",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11463","G Morlaes Oliver (Arg)","2001-2001",3,2,1,"0",0,0,0,0,0,3,0,0,100
"11464","RJM Moroney (Ire)","1984-1985",3,3,0,"0",0,0,0,0,0,0,2,1,16.66
"11465","TA Moroney (Ire)","1964-1967",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11466","ADW Morris (Eng)","1909-1909",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11467","HT Morris (Wales)","1951-1955",3,3,0,"6",2,0,0,0,0,2,1,0,66.66
"11468","TJ Morris (NZ)","1972-1972",3,3,0,"33",0,9,4,1,0,3,0,0,100
"11469","W Morris (Wales)","1896-1897",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11470","WGH Morris (Wales)","1919-1921",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11471","RH Morrison (Scot)","1886-1886",3,3,0,"0G",2,0,0,0,0,2,0,1,83.33
"11472","TC Morrison (NZ)","1938-1938",3,3,0,"4",0,0,0,1,0,3,0,0,100
"11473","PJ Morrissey (NZ)","1962-1962",3,3,0,"6",2,0,0,0,0,2,0,1,83.33
"11474","RD Morrow (Ire)","1986-1986",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11475","S Morse (Eng)","1873-1875",3,3,0,"0G",0,0,0,0,0,1,0,2,66.66
"11476","G Mortier (Belg)","2018-2020",3,1,2,"0",0,0,0,0,0,0,3,0,0
"11477","J Mostany (Arg)","1987-1987",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11478","S Motu'apuaka (Tonga)","1979-1987",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11479","S Motu'apuaka (Tonga)","1969-1972",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11480","IE Motusaga (Samoa)","2000-2005",3,1,2,"0",0,0,0,0,0,1,2,0,33.33
"11481","C Mougeot (Fra)","1992-1992",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11482","E Mo'ungaloa (Tonga)","1924-1924",3,3,0,"0",0,0,0,0,0,1,1,1,50
"11483","G Mtchedlishvili (Georg)","2008-2014",3,1,2,"0",0,0,0,0,0,2,1,0,66.66
"11484","KMT Mudzamba (Zimb)","1998-1998",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11485","AH Muhr (Fra)","1906-1907",3,3,0,"6",2,0,0,0,0,0,3,0,0
"11486","W Mulder (Neth)","2001-2002",3,1,2,"0",0,0,0,0,0,0,3,0,0
"11487","J Muldoon (Ire)","2009-2010",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11488","C Muller (Germ)","1927-1928",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11489","N Muller (Germ)","2018-2018",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11490","R Muniz (Arg)","1975-1975",3,3,0,"8",2,0,0,0,0,3,0,0,100
"11491","NM Munnoch (Scot)","1952-1952",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11492","PE Murchie (Scot)","2013-2014",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11493","K Murdoch (NZ)","1970-1972",3,3,0,"4",1,0,0,0,0,2,1,0,66.66
"11494","CD Murphy (Wales)","1935-1935",3,3,0,"0",0,0,0,0,0,1,1,1,50
"11495","JJ Murphy (Ire)","1981-1984",3,2,1,"5",0,1,1,0,0,1,2,0,33.33
"11496","HW Murray (Ire)","1877-1879",3,3,0,"0G",0,0,0,0,0,0,3,0,0
"11497","KT Murray (Scot)","1985-1985",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11498","WAK Murray (Scot)","1920-1921",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11499","WM Murray (SA)","2007-2007",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11500","MSCS Murteira (Port)","2014-2015",3,1,2,"0",0,0,0,0,0,1,2,0,33.33
"11501","J Nabou (Fiji)","1961-1961",3,3,0,"3",1,0,0,0,0,0,2,1,16.66
"11502","A Nadredre (Fiji)","1964-1968",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11503","M Nadridri Sego (Fiji)","2004-2005",3,2,1,"10",2,0,0,0,0,2,1,0,66.66
"11504","S Naiduki (Fiji)","1979-1979",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11505","V Naisoro (Fiji)","1938-1938",3,3,0,"0",0,0,0,0,0,1,1,1,50
"11506","T Nakauta (Fiji)","1987-1988",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11507","F Nakosi (Fiji)","2019-2019",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11508","K Nalaga (Fiji)","1986-1989",3,3,0,"4",1,0,0,0,0,3,0,0,100
"11509","BJT Nansen (Samoa)","2017-2018",3,1,2,"0",0,0,0,0,0,1,2,0,33.33
"11510","S Napa'a (Tonga)","1934-1934",3,3,0,"3",1,0,0,0,0,1,2,0,33.33
"11511","A Nariva (Fiji)","2002-2003",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11512","W Nasalo (Fiji)","1974-1976",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11513","N Natroshvili (Georg)","1992-1992",3,2,1,"0",0,0,0,0,0,3,0,0,100
"11514","S Natsui (JPN)","1952-1953",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11515","T Nayate (Fiji)","1979-1979",3,3,0,"4",1,0,0,0,0,0,3,0,0
"11516","BA Neale (Eng)","1951-1951",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11517","M Negri (Arg/SthAm)","1979-1982",3,3,0,"8",2,0,0,0,0,3,0,0,100
"11518","M Neill (Zimb)","1987-1987",3,3,0,"4",1,0,0,0,0,0,3,0,0
"11519","PARO Nel (SA)","1903-1903",3,3,0,"0",0,0,0,0,0,1,0,2,66.66
"11520","G Neto (Port)","1997-1998",3,0,3,"0",0,0,0,0,0,0,2,1,16.66
"11521","J Neville (HK)","2017-2017",3,2,1,"5",0,1,1,0,0,2,1,0,66.66
"11522","CA Newby (NZ)","2004-2006",3,0,3,"0",0,0,0,0,0,2,1,0,66.66
"11523","SC Newman (Eng)","1947-1948",3,3,0,"3",0,0,1,0,0,1,1,1,50
"11524","F Newton (NZ)","1905-1906",3,3,0,"3",1,0,0,0,0,2,1,0,66.66
"11525","NM Ngapaku (Samoa)","2000-2000",3,1,2,"2",0,1,0,0,0,3,0,0,100
"11526","JA Nichol (Scot)","1955-1955",3,3,0,"3",1,0,0,0,0,2,1,0,66.66
"11527","AR Nicholson (Arg)","1979-1979",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11528","BE Nicholson (Eng/GB)","1938-1938",3,3,0,"3",1,0,0,0,0,1,2,0,33.33
"11529","PC Nicholson (Ire)","1900-1900",3,3,0,"0",0,0,0,0,0,0,2,1,16.66
"11530","F Nicola (Urug)","1951-1951",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11531","G Nicola (Rom)","1927-1927",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11532","P Niculescu (Rom)","1958-1959",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11533","V Niculescu (Rom)","1938-1942",3,2,1,"0",0,0,0,0,0,0,3,0,0
"11534","E Nima (Fiji)","1947-1948",3,3,0,"12",4,0,0,0,0,2,1,0,66.66
"11535","M Ninidze (Georg)","2010-2015",3,1,2,"0",0,0,0,0,0,1,2,0,33.33
"11536","H Nisa (Tonga)","1991-1992",3,3,0,"6",0,0,2,0,0,1,2,0,33.33
"11537","T Nishihara (JPN)","2011-2011",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11538","M Nishikawa (JPN)","2018-2018",3,2,1,"0",0,0,0,0,0,2,1,0,66.66
"11539","V Nistor (Rom)","1959-1959",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11540","S Nolan (HK)","2012-2014",3,1,2,"0",0,0,0,0,0,0,3,0,0
"11541","S Noriega Bastos (Spain)","1976-1987",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11542","F Noriega Ruiz (Spain)","1952-1979",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11543","EH North (Eng)","1891-1891",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11544","ADG Norton (Spain)","2019-2019",3,2,1,"5",1,0,0,0,0,2,1,0,66.66
"11545","MJ Novak (Eng)","1970-1970",3,3,0,"3",1,0,0,0,0,0,3,0,0
"11546","KW Nowlan (Ire)","1997-1997",3,3,0,"10",2,0,0,0,0,1,2,0,33.33
"11547","R Nuche Lopez-Bravo (Spain)","1982-1982",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11548","M Nunes (Port)","1982-1982",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11549","BAP O'Brien (Ire)","1968-1968",3,3,0,"0",0,0,0,0,0,1,1,1,50
"11550","KA O'Brien (Ire)","1980-1981",3,2,1,"4",1,0,0,0,0,0,3,0,0
"11551","T O'Brien (USA)","1980-1983",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11552","MP O'Callaghan (Ire)","1962-1964",3,3,0,"0",0,0,0,0,0,1,1,1,50
"11553","MW O'Callaghan (NZ)","1968-1968",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11554","JB O'Donnell (Aust)","1928-1928",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11555","U O'Farrell (Arg)","1951-1951",3,3,0,"42",14,0,0,0,0,3,0,0,100
"11556","W Offenhauer (Germ)","1927-1929",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11557","C Ogilvy (Scot)","1911-1912",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11558","SC Oh (Korea)","1988-1990",3,3,0,"4",1,0,0,0,0,2,1,0,66.66
"11559","S O'Hara (HK)","1998-1998",3,1,2,"5",1,0,0,0,0,3,0,0,100
"11560","P Oklestek (Czech)","2005-2007",3,2,1,"0",0,0,0,0,0,0,3,0,0
"11561","Y Okubo (JPN)","1967-1968",3,3,0,"3",1,0,0,0,0,1,2,0,33.33
"11562","GH Old (NZ)","1981-1982",3,1,2,"0",0,0,0,0,0,3,0,0,100
"11563","WL Oldham (A-W/Eng)","1908-1909",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11564","AF O'Leary (Ire)","1952-1952",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11565","GH Oliver (Scot)","1987-1991",3,2,1,"4",1,0,0,0,0,2,1,0,66.66
"11566","A Olosoni (Tonga)","2010-2010",3,3,0,"5",1,0,0,0,0,0,3,0,0
"11567","CJ Olver (Eng)","1990-1992",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11568","T Omata (JPN)","1970-1970",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11569","M Omollo (Kenya)","2018-2018",3,0,3,"12",2,1,0,0,0,1,2,0,33.33
"11570","A O'Neill (Eng)","1901-1901",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11571","M Orie (SA)","2018-2019",3,0,3,"0",0,0,0,0,0,2,1,0,66.66
"11572","IWL Ormiston (Aust)","1920-1920",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11573","JP Orta (Urug)","2008-2008",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11574","L Ortiz (Arg)","2003-2003",3,1,2,"0",0,0,0,0,0,3,0,0,100
"11575","DH Osborne (Aust)","1975-1975",3,3,0,"4",1,0,0,0,0,3,0,0,100
"11576","I Osminko (Russ)","2013-2014",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11577","W Otto (Namib)","1993-1994",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11578","K Otukolo (JPN)","2005-2005",3,2,1,"15",3,0,0,0,0,2,1,0,66.66
"11579","BD Oxlade (Aust)","1938-1938",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11580","A Ozaki (JPN)","2008-2008",3,1,2,"5",1,0,0,0,0,3,0,0,100
"11581","S Ozaki (JPN)","2017-2017",3,2,1,"0",0,0,0,0,0,3,0,0,100
"11582","S Pace (Italy)","1977-1984",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11583","S Pace (Italy)","2001-2005",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11584","R Paciucci (Italy)","1937-1937",3,3,0,"0",0,0,0,0,0,1,1,1,50
"11585","MP Paea (JPN)","2016-2016",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11586","U Pahulu (Tonga)","1973-1974",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11587","N Paila (Spain)","2019-2020",3,1,2,"0",0,0,0,0,0,2,1,0,66.66
"11588","P Palavi (Tonga)","1924-1924",3,3,0,"0",0,0,0,0,0,1,1,1,50
"11589","U Palavi (Tonga)","1960-1963",3,3,0,"3",1,0,0,0,0,1,2,0,33.33
"11590","JN Pallant (Eng)","1967-1967",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11591","BP Palmer (NZ)","1929-1932",3,3,0,"3",1,0,0,0,0,2,1,0,66.66
"11592","FC Palmer (Wales)","1922-1922",3,3,0,"3",1,0,0,0,0,2,0,1,83.33
"11593","GV Palmer (Eng)","1928-1928",3,3,0,"6",2,0,0,0,0,3,0,0,100
"11594","GW Palmer (Urug)","1951-1951",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11595","JA Palmer (Eng)","1984-1986",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11596","MJ Palumbo (Spain)","2009-2009",3,3,0,"25",1,1,5,1,0,0,3,0,0
"11597","K Pannell (HK)","2007-2009",3,2,1,"12",0,0,4,0,0,0,3,0,0
"11598","DR Papali'i (NZ)","2018-2019",3,1,2,"0",0,0,0,0,0,2,0,1,83.33
"11599","M Parfitt (HK)","2018-2018",3,1,2,"0",0,0,0,0,0,1,2,0,33.33
"11600","TA Pargetter (Eng)","1962-1963",3,3,0,"0",0,0,0,0,0,1,1,1,50
"11601","AJ Parker (Aust)","1983-1983",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11602","JH Parker (NZ)","1924-1925",3,3,0,"3",1,0,0,0,0,3,0,0,100
"11603","M Parra (Arg)","1975-1975",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11604","P Paselli (Italy)","1929-1933",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11605","M Patolo (Samoa)","1986-1986",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11606","JC Patrick (USA)","1920-1924",3,3,0,"12",4,0,0,0,0,3,0,0,100
"11607","WM Patterson (Eng/Lions)","1959-1961",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11608","P Paul (Samoa)","1955-1955",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11609","P Paulo (Samoa)","1989-1990",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11610","LA Paul Garcia (Spain)","1975-1980",3,2,1,"0",0,0,0,0,0,0,2,1,16.66
"11611","P Pavesi (Italy)","1977-1980",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11612","GW Payne (Wales)","1960-1960",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11613","D Paysee (Urug)","1964-1964",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11614","JC Paysee (Urug)","1961-1961",3,3,0,"3",1,0,0,0,0,1,2,0,33.33
"11615","J Paz (Arg)","2013-2015",3,2,1,"10",2,0,0,0,0,3,0,0,100
"11616","JJ Paz (Arg)","1991-1991",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11617","S Paz Posse (Arg)","1993-1993",3,3,0,"10",2,0,0,0,0,3,0,0,100
"11618","J Pearce (Belg)","2017-2018",3,2,1,"5",1,0,0,0,0,0,3,0,0
"11619","PG Pearce (Wales)","1981-1982",3,2,1,"6",0,0,0,2,0,1,2,0,33.33
"11620","TF Peel (Ire)","1892-1892",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11621","L Pelliccione (Italy)","1983-1983",3,2,1,"0",0,0,0,0,0,2,1,0,66.66
"11622","E Pena Peropadre (Spain)","1952-1955",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11623","N Penny (Can)","2019-2019",3,0,3,"0",0,0,0,0,0,1,2,0,33.33
"11624","WJ Penny (Eng)","1878-1879",3,3,0,"0G",1,0,0,0,0,2,0,1,83.33
"11625","O Pepa Koloamatangii (Tonga)","1928-1928",3,3,0,"3",1,0,0,0,0,2,1,0,66.66
"11626","LJ Percival (Eng)","1891-1893",3,3,0,"2",1,0,0,0,0,2,1,0,66.66
"11627","P Pere (CdI)","1995-1995",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11628","JC Pereira (Port)","1969-1972",3,2,1,"0",0,0,0,0,0,0,1,2,33.33
"11629","S Peretti (Arg)","1993-1993",3,1,2,"0",0,0,0,0,0,2,1,0,66.66
"11630","S Perez (Samoa)","1963-1963",3,3,0,"3",1,0,0,0,0,0,3,0,0
"11631","M Perie (Fra)","1996-1996",3,2,1,"0",0,0,0,0,0,2,1,0,66.66
"11632","R Pesce (Arg)","1958-1958",3,3,0,"9",0,0,3,0,0,3,0,0,100
"11633","P Pescetto (Italy)","1956-1957",3,3,0,"9",3,0,0,0,0,2,1,0,66.66
"11634","JP Pesteil (Fra)","1975-1976",3,3,0,"9",0,3,1,0,0,1,2,0,33.33
"11635","JW Petaia (Aust)","2019-2019",3,3,0,"5",1,0,0,0,0,2,1,0,66.66
"11636","B Pfisterer (Germ)","1937-1939",3,3,0,"2",0,1,0,0,0,3,0,0,100
"11637","MI Philip (Aust)","2017-2017",3,0,3,"0",0,0,0,0,0,2,1,0,66.66
"11638","AW Phillips (Arg)","1948-1949",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11639","B Phillips (HK)","2018-2019",3,1,2,"5",1,0,0,0,0,1,2,0,33.33
"11640","C Phillips (Eng)","1880-1881",3,3,0,"0G",0,0,0,0,0,2,0,1,83.33
"11641","DE Phillips (Wales)","2013-2013",3,2,1,"0",0,0,0,0,0,2,1,0,66.66
"11642","WJ Phillips (NZ)","1937-1938",3,3,0,"3",1,0,0,0,0,2,1,0,66.66
"11643","P Philpott (Neth)","2000-2000",3,3,0,"5",1,0,0,0,0,1,2,0,33.33
"11644","T Picard (Fra)","1985-1986",3,2,1,"0",0,0,0,0,0,3,0,0,100
"11645","F Piccinini (Italy)","1963-1966",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11646","P Pick (Urug)","1958-1958",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11647","EAR Pickering (NZ)","1958-1959",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11648","MD Pidcock (USA)","1991-1991",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11649","C Pierce (Can)","2013-2016",3,1,2,"0",0,0,0,0,0,2,1,0,66.66
"11650","G Pierrot (Fra)","1914-1914",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11651","K Pifeleti (USA)","2019-2019",3,0,3,"5",1,0,0,0,0,3,0,0,100
"11652","A Pilotschi (Rom)","1985-1987",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11653","J Pinch (Eng)","1896-1897",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11654","CR Pinto (Port)","1972-1973",3,3,0,"9",1,1,1,0,0,1,1,1,50
"11655","M Pisapia Perez (Spain)","2019-2019",3,0,3,"0",0,0,0,0,0,3,0,0,100
"11656","E Pittinari (Arg)","1991-1991",3,2,1,"4",1,0,0,0,0,3,0,0,100
"11657","T Piukala (Tonga)","1934-1934",3,3,0,"3",1,0,0,0,0,1,2,0,33.33
"11658","L Plaath (Namib)","2001-2001",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11659","ST Poching (Samoa)","2000-2001",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11660","SA Poet (Arg)","2013-2013",3,2,1,"34",4,7,0,0,0,3,0,0,100
"11661","S Pone (Tonga)","2008-2013",3,2,1,"0",0,0,0,0,0,2,1,0,66.66
"11662","R Pont Lezica (Arg)","1951-1951",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11663","FO Poole (Eng)","1895-1895",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11664","N Popa (Rom)","1993-1993",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11665","EB Pope (Eng)","1931-1931",3,3,0,"0",0,0,0,0,0,0,2,1,16.66
"11666","AI Popean (Rom)","1999-2001",3,2,1,"0",0,0,0,0,0,2,1,0,66.66
"11667","C Popescu (Rom)","1986-1986",3,3,0,"20",5,0,0,0,0,2,1,0,66.66
"11668","C Porcu (Fra)","2002-2002",3,1,2,"0",0,0,0,0,0,0,3,0,0
"11669","F Porter Valenzuela (Chile)","2013-2013",3,1,2,"0",0,0,0,0,0,1,2,0,33.33
"11670","C Portolan (Fra)","1986-1989",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11671","G Porzio (Italy)","1970-1970",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11672","R Pose (Urug)","2004-2007",3,0,3,"0",0,0,0,0,0,1,2,0,33.33
"11673","C Possamai (Italy)","1970-1970",3,3,0,"0",0,0,0,0,0,3,0,0,100
"11674","UJ Potgieter (SA)","2012-2012",3,2,1,"0",0,0,0,0,0,1,0,2,66.66
"11675","RD Powell (Wales)","2002-2002",3,0,3,"0",0,0,0,0,0,1,2,0,33.33
"11676","R Power (Arab)","2006-2010",3,1,2,"0",0,0,0,0,0,0,3,0,0
"11677","NJ Preston (Eng)","1979-1980",3,3,0,"4",1,0,0,0,0,2,1,0,66.66
"11678","PLA Price (Eng)","1877-1878",3,3,0,"0G",0,0,0,0,0,1,1,1,50
"11679","M Prusa (Czech)","2006-2007",3,0,3,"0",0,0,0,0,0,0,3,0,0
"11680","H Pugh (Urug)","1953-1960",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11681","JD Pugh (Wales)","1987-1990",3,2,1,"0",0,0,0,0,0,2,1,0,66.66
"11682","G Puglisi (Italy)","1971-1973",3,3,0,"3",1,0,0,0,0,1,1,1,50
"11683","J Puijpe (Neth)","2002-2002",3,2,1,"0",0,0,0,0,0,0,3,0,0
"11684","M Pulli (Italy)","1968-1972",3,3,0,"0",0,0,0,0,0,2,0,1,83.33
"11685","T Pulumufita (Tonga)","1974-1974",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11686","MP Purcell (Aust)","1966-1967",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11687","WH Purdie (Scot)","1939-1939",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11688","WB Purdon (Ire)","1906-1906",3,3,0,"3",1,0,0,0,0,2,1,0,66.66
"11689","FC Purser (Ire)","1898-1898",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11690","DJ Putter (SA)","1963-1963",3,3,0,"0",0,0,0,0,0,2,1,0,66.66
"11691","J Putterill (Zimb)","1998-1998",3,1,2,"0",0,0,0,0,0,1,2,0,33.33
"11692","M Quaglio (Italy)","1984-1988",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11693","JC Queirolo (Arg)","1964-1964",3,3,0,"5",0,1,0,1,0,3,0,0,100
"11694","FP Quinn (Ire)","1981-1981",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11695","JMT Quirke (Ire)","1962-1968",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11696","U Radike (Fiji)","1938-1938",3,3,0,"0",0,0,0,0,0,1,1,1,50
"11697","I Radrodro (Fiji)","1980-1980",3,3,0,"3",0,0,0,1,0,1,2,0,33.33
"11698","J Radrodro (Fiji)","1970-1970",3,3,0,"3",1,0,0,0,0,1,1,1,50
"11699","JA Rafachinho (Port)","1973-1974",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11700","C Ramallo (Arg)","1979-1979",3,2,1,"12",3,0,0,0,0,3,0,0,100
"11701","D Ramirez (Chile)","2018-2018",3,0,3,"0",0,0,0,0,0,0,3,0,0
"11702","R Ramis (Fra)","1922-1923",3,3,0,"0",0,0,0,0,0,0,2,1,16.66
"11703","JG Rankin (NZ)","1936-1937",3,3,0,"6",2,0,0,0,0,2,1,0,66.66
"11704","S Rasau (Fiji)","1961-1961",3,3,0,"3",1,0,0,0,0,0,2,1,16.66
"11705","K Ratumuri (Fiji)","1980-1981",3,3,0,"4",1,0,0,0,0,2,1,0,66.66
"11706","T Rauluni (Fiji)","1972-1974",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11707","V Rauluni (Fiji)","1992-1993",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11708","VK Rauluni (Fiji)","2007-2007",3,2,1,"0",0,0,0,0,0,1,2,0,33.33
"11709","E Ravi (Fiji)","1961-1961",3,3,0,"0",0,0,0,0,0,0,2,1,16.66
"11710","L Ravuetaki Tubuarua (Fiji)","2013-2013",3,2,1,"0",0,0,0,0,0,2,1,0,66.66
"11711","M Ravula (Fiji)","1958-1958",3,3,0,"6",2,0,0,0,0,2,1,0,66.66
"11712","F Raymond (Fra)","1925-1928",3,3,0,"0",0,0,0,0,0,0,3,0,0
"11713","HM Reece-Edwards (SA)","1992-1993",3,3,0,"0",0,0,0,0,0,1,2,0,33.33
"11714","AHM Rees (Wales)","1962-1962",3,3,0,"3",0,0,0,1,0,1,1,1,50
"11715","BI Rees (Wales)","1967-1967",3,3,0,"0",0,0,0,0,0,0,3,0,0
